,zip,alltransit_performance_score
1495,95492,3.5
1496,92040,3.8
1497,92283,1.4
1498,95694,1.7
1499,95388,3.0
1500,93285,1.1
1501,94973,2.7
1502,95258,0.3
1503,92504,2.8
1504,93286,3.3
1505,95695,4.7
1506,95695,1.1
1507,94062,1.9
1508,93274,1.1
1509,92397,0.3
1510,95965,0.0
1511,93670,1.3
1512,95697,0.6
1513,92886,0.8
1514,93614,0.7
1515,95389,1.3
1516,94599,4.0
1517,96097,1.7
1518,95991,3.7
1519,92399,4.1
1520,92284,2.0
1521,95018,1.5
